,Gene_MEND52
20495,GRCh38______AP002428.1
20496,GRCh38______CNTN5
20497,GRCh38______AP001351.1
20498,GRCh38______ARHGAP42
20499,GRCh38______PGR
20500,GRCh38______PGR-AS1
20501,GRCh38______TRPC6
20502,GRCh38______ANGPTL5
20503,GRCh38______CEP126
20504,GRCh38______CFAP300
20505,GRCh38______AP001527.1
20506,GRCh38______AP001527.2
20507,GRCh38______YAP1
20508,GRCh38______AP000942.2
20509,GRCh38______BIRC3
20510,GRCh38______BIRC2
20511,GRCh38______TMEM123
20512,GRCh38______AP001830.1
20513,GRCh38______AP001830.2
20514,GRCh38______MMP7
20515,GRCh38______MMP20
20516,GRCh38______AP000851.1
20517,GRCh38______AP000851.2
20518,GRCh38______MMP27
20519,GRCh38______MMP8
20520,GRCh38______MMP10
20521,GRCh38______MMP1
20522,GRCh38______MMP3
20523,GRCh38______MMP12
20524,GRCh38______MMP13
20525,GRCh38______DCUN1D5
20526,GRCh38______AP001486.2
20527,GRCh38______DYNC2H1
20528,GRCh38______AP002961.1
20529,GRCh38______AP002989.1
20530,GRCh38______PDGFD
20531,GRCh38______AP003043.1
20532,GRCh38______DDI1
20533,GRCh38______LINC02552
20534,GRCh38______CASP4
20535,GRCh38______CASP5
20536,GRCh38______CASP1
20537,GRCh38______CARD16
20538,GRCh38______CARD17
20539,GRCh38______CARD18
20540,GRCh38______GRIA4
20541,GRCh38______AP000813.1
20542,GRCh38______MSANTD4
20543,GRCh38______KBTBD3
20544,GRCh38______AASDHPPT
20545,GRCh38______AP001001.1
20546,GRCh38______LINC02719
20547,GRCh38______AP002001.3
20548,GRCh38______AP003173.1
20549,GRCh38______GUCY1A2
20550,GRCh38______AP000766.1
20551,GRCh38______CWF19L2
20552,GRCh38______ALKBH8
20553,GRCh38______ELMOD1
20554,GRCh38______SLN
20555,GRCh38______SLC35F2
20556,GRCh38______RAB39A
20557,GRCh38______AP003307.1
20558,GRCh38______CUL5
20559,GRCh38______AP002433.1
20560,GRCh38______ACAT1
20561,GRCh38______AP002433.2
20562,GRCh38______NPAT
20563,GRCh38______ATM
20564,GRCh38______C11orf65
20565,GRCh38______POGLUT3
20566,GRCh38______EXPH5
20567,GRCh38______DDX10
20568,GRCh38______AP003027.1
20569,GRCh38______AP003123.1
20570,GRCh38______AP003049.2
20571,GRCh38______C11orf87
20572,GRCh38______LINC02715
20573,GRCh38______RDX
20574,GRCh38______AP001981.2
20575,GRCh38______ZC3H12C
20576,GRCh38______LINC02732
20577,GRCh38______FDX1
20578,GRCh38______ARHGAP20
20579,GRCh38______AP003973.4
20580,GRCh38______AP003973.2
20581,GRCh38______LINC02550
20582,GRCh38______AP003973.3
20583,GRCh38______C11orf53
20584,GRCh38______COLCA1
20585,GRCh38______COLCA2
20586,GRCh38______AP002448.1
20587,GRCh38______POU2AF1
20588,GRCh38______AP002008.3
20589,GRCh38______BTG4
20590,GRCh38______AP002008.4
20591,GRCh38______AP002008.1
20592,GRCh38______C11orf88
20593,GRCh38______LAYN
20594,GRCh38______SIK2
20595,GRCh38______PPP2R1B
20596,GRCh38______AP001781.1
20597,GRCh38______ALG9
20598,GRCh38______ALG9-IT1
20599,GRCh38______FDXACB1
20600,GRCh38______C11orf1
20601,GRCh38______CRYAB
20602,GRCh38______HSPB2
20603,GRCh38______C11orf52
20604,GRCh38______DIXDC1
20605,GRCh38______AP000907.2
20606,GRCh38______DLAT
20607,GRCh38______PIH1D2
20608,GRCh38______NKAPD1
20609,GRCh38______TIMM8B
20610,GRCh38______SDHD
20611,GRCh38______IL18
20612,GRCh38______AP002884.1
20613,GRCh38______TEX12
20614,GRCh38______BCO2
20615,GRCh38______PTS
20616,GRCh38______PLET1
20617,GRCh38______AP002884.3
20618,GRCh38______LINC02762
20619,GRCh38______LINC02763
20620,GRCh38______LINC02764
20621,GRCh38______AP003100.2
20622,GRCh38______AP003100.3
20623,GRCh38______AP003100.1
20624,GRCh38______AC016902.1
20625,GRCh38______AP000802.1
20626,GRCh38______NCAM1
20627,GRCh38______NCAM1-AS1
20628,GRCh38______AP000880.1
20629,GRCh38______TTC12
20630,GRCh38______AP002840.2
20631,GRCh38______ANKK1
20632,GRCh38______AP002840.1
20633,GRCh38______DRD2
20634,GRCh38______TMPRSS5
20635,GRCh38______ZW10
20636,GRCh38______AP003170.4
20637,GRCh38______CLDN25
20638,GRCh38______USP28
20639,GRCh38______AP003170.3
20640,GRCh38______HTR3B
20641,GRCh38______HTR3A
20642,GRCh38______ZBTB16
20643,GRCh38______AP002755.1
20644,GRCh38______AP002518.2
20645,GRCh38______NNMT
20646,GRCh38______AP002518.1
20647,GRCh38______C11orf71
20648,GRCh38______RBM7
20649,GRCh38______REXO2
20650,GRCh38______NXPE1
20651,GRCh38______NXPE4
20652,GRCh38______NXPE2
20653,GRCh38______CADM1
20654,GRCh38______AP000465.1
20655,GRCh38______AP000462.3
20656,GRCh38______AP000462.1
20657,GRCh38______AP000462.2
20658,GRCh38______AP003174.2
20659,GRCh38______AP003174.1
20660,GRCh38______AP000997.2
20661,GRCh38______AP000997.3
20662,GRCh38______LINC02698
20663,GRCh38______AP002991.2
20664,GRCh38______LINC00900
20665,GRCh38______LINC02703
20666,GRCh38______LINC02151
20667,GRCh38______LINC02702
20668,GRCh38______BUD13
20669,GRCh38______AP006216.1
20670,GRCh38______ZPR1
20671,GRCh38______APOA5
20672,GRCh38______AP006216.2
20673,GRCh38______AP006216.3
20674,GRCh38______APOA4
20675,GRCh38______APOC3
20676,GRCh38______APOA1
20677,GRCh38______APOA1-AS
20678,GRCh38______SIK3
20679,GRCh38______AP000936.1
20680,GRCh38______PAFAH1B2
20681,GRCh38______SIDT2
20682,GRCh38______TAGLN
20683,GRCh38______PCSK7
20684,GRCh38______RNF214
20685,GRCh38______BACE1
20686,GRCh38______BACE1-AS
20687,GRCh38______AP000892.3
20688,GRCh38______CEP164
20689,GRCh38______AP000892.1
20690,GRCh38______DSCAML1
20691,GRCh38______AP001554.1
20692,GRCh38______FXYD2
20693,GRCh38______AP000757.2
20694,GRCh38______AP000757.1
20695,GRCh38______FXYD6
20696,GRCh38______TMPRSS13
20697,GRCh38______IL10RA
20698,GRCh38______SMIM35
20699,GRCh38______TMPRSS4
20700,GRCh38______SCN4B
20701,GRCh38______SCN2B
20702,GRCh38______JAML
20703,GRCh38______MPZL3
20704,GRCh38______MPZL2
20705,GRCh38______CD3E
20706,GRCh38______CD3D
20707,GRCh38______CD3G
20708,GRCh38______UBE4A
20709,GRCh38______AP001267.1
20710,GRCh38______ATP5MG
20711,GRCh38______AP001267.4
20712,GRCh38______AP001267.2
20713,GRCh38______KMT2A
20714,GRCh38______AP001267.3
20715,GRCh38______TTC36
20716,GRCh38______TMEM25
20717,GRCh38______IFT46
20718,GRCh38______ARCN1
20719,GRCh38______PHLDB1
20720,GRCh38______AP000941.1
20721,GRCh38______TREH
20722,GRCh38______AP002954.1
20723,GRCh38______AP002954.2
20724,GRCh38______DDX6
20725,GRCh38______AP004609.3
20726,GRCh38______CXCR5
20727,GRCh38______AP004609.1
20728,GRCh38______BCL9L
20729,GRCh38______UPK2
20730,GRCh38______FOXR1
20731,GRCh38______CCDC84-DT
20732,GRCh38______CCDC84
20733,GRCh38______AP003392.1
20734,GRCh38______RPS25
20735,GRCh38______TRAPPC4
20736,GRCh38______SLC37A4
20737,GRCh38______AP003392.3
20738,GRCh38______HYOU1
20739,GRCh38______AP003392.4
20740,GRCh38______AP003392.5
20741,GRCh38______VPS11
20742,GRCh38______HMBS
20743,GRCh38______H2AFX
20744,GRCh38______DPAGT1
20745,GRCh38______C2CD2L
20746,GRCh38______HINFP
20747,GRCh38______ABCG4
20748,GRCh38______NLRX1
20749,GRCh38______PDZD3
20750,GRCh38______CCDC153
20751,GRCh38______CBL
20752,GRCh38______MCAM
20753,GRCh38______RNF26
20754,GRCh38______AP003396.1
20755,GRCh38______C1QTNF5
20756,GRCh38______MFRP
20757,GRCh38______USP2
20758,GRCh38______USP2-AS1
20759,GRCh38______AP003396.3
20760,GRCh38______THY1
20761,GRCh38______AP003396.5
20762,GRCh38______AP003393.1
20763,GRCh38______NECTIN1
20764,GRCh38______NECTIN1-AS1
20765,GRCh38______AP003390.1
20766,GRCh38______AP001994.2
20767,GRCh38______AP001994.3
20768,GRCh38______AP001360.3
20769,GRCh38______LINC02744
20770,GRCh38______AP001360.1
20771,GRCh38______AP001360.2
20772,GRCh38______TRIM29
20773,GRCh38______AP000679.1
20774,GRCh38______OAF
20775,GRCh38______POU2F3
20776,GRCh38______AP001150.1
20777,GRCh38______TLCD5
20778,GRCh38______ARHGEF12
20779,GRCh38______GRIK4
20780,GRCh38______AP004147.1
20781,GRCh38______TBCEL
20782,GRCh38______TECTA
20783,GRCh38______SC5D
20784,GRCh38______AP000977.1
20785,GRCh38______SORL1
20786,GRCh38______AP001977.1
20787,GRCh38______AP001924.1
20788,GRCh38______AP001924.2
20789,GRCh38______MIR100HG
20790,GRCh38______BLID
20791,GRCh38______AP000755.1
20792,GRCh38______AP000755.2
20793,GRCh38______UBASH3B
20794,GRCh38______AP002762.3
20795,GRCh38______AP002762.2
20796,GRCh38______CRTAM
20797,GRCh38______JHY
20798,GRCh38______BSX
20799,GRCh38______HSPA8
20800,GRCh38______AP000926.2
20801,GRCh38______CLMP
20802,GRCh38______AP001970.1
20803,GRCh38______LINC02727
20804,GRCh38______GRAMD1B
20805,GRCh38______SCN3B
20806,GRCh38______AP002765.1
20807,GRCh38______ZNF202
20808,GRCh38______OR6X1
20809,GRCh38______OR6M1
20810,GRCh38______TMEM225
20811,GRCh38______OR8D4
20812,GRCh38______OR4D5
20813,GRCh38______OR6T1
20814,GRCh38______OR10S1
20815,GRCh38______OR10G6
20816,GRCh38______OR10G4
20817,GRCh38______OR10G9
20818,GRCh38______OR10G8
20819,GRCh38______OR10G7
20820,GRCh38______VWA5A
20821,GRCh38______OR10D3
20822,GRCh38______OR8G1
20823,GRCh38______OR8G5
20824,GRCh38______OR8D1
20825,GRCh38______OR8D2
20826,GRCh38______OR8B2
20827,GRCh38______OR8B3
20828,GRCh38______AP001804.1
20829,GRCh38______OR8B4
20830,GRCh38______OR8B8
20831,GRCh38______OR8B12
20832,GRCh38______OR8A1
20833,GRCh38______PANX3
20834,GRCh38______TBRG1
20835,GRCh38______SIAE
20836,GRCh38______SPA17
20837,GRCh38______NRGN
20838,GRCh38______AP000866.5
20839,GRCh38______VSIG2
20840,GRCh38______ESAM
20841,GRCh38______AP000866.2
20842,GRCh38______MSANTD2
20843,GRCh38______AP000866.6
20844,GRCh38______AP000866.1
20845,GRCh38______ROBO3
20846,GRCh38______AP003501.1
20847,GRCh38______ROBO4
20848,GRCh38______AP003501.2
20849,GRCh38______HEPACAM
20850,GRCh38______HEPN1
20851,GRCh38______CCDC15-DT
20852,GRCh38______CCDC15
20853,GRCh38______SLC37A2
20854,GRCh38______TMEM218
20855,GRCh38______AP001007.2
20856,GRCh38______PKNOX2-AS1
20857,GRCh38______PKNOX2
20858,GRCh38______AP001007.3
20859,GRCh38______AP001007.1
20860,GRCh38______FEZ1
20861,GRCh38______AP000708.1
20862,GRCh38______EI24
20863,GRCh38______STT3A
20864,GRCh38______CHEK1
20865,GRCh38______ACRV1
20866,GRCh38______PATE1
20867,GRCh38______PATE2
20868,GRCh38______PATE3
20869,GRCh38______PATE4
20870,GRCh38______AP000842.3
20871,GRCh38______HYLS1
20872,GRCh38______PUS3
20873,GRCh38______AP000842.2
20874,GRCh38______DDX25
20875,GRCh38______AP000842.1
20876,GRCh38______VSIG10L2
20877,GRCh38______CDON
20878,GRCh38______AP000821.1
20879,GRCh38______AP000821.2
20880,GRCh38______AP001893.3
20881,GRCh38______RPUSD4
20882,GRCh38______AP001893.1
20883,GRCh38______FAM118B
20884,GRCh38______SRPRA
20885,GRCh38______FOXRED1
20886,GRCh38______TIRAP
20887,GRCh38______AP001318.1
20888,GRCh38______AP001318.2
20889,GRCh38______DCPS
20890,GRCh38______GSEC
20891,GRCh38______ST3GAL4
20892,GRCh38______KIRREL3
20893,GRCh38______KIRREL3-AS1
20894,GRCh38______AP001783.1
20895,GRCh38______AP002833.1
20896,GRCh38______KIRREL3-AS2
20897,GRCh38______AP002833.2
20898,GRCh38______KIRREL3-AS3
20899,GRCh38______AP001993.1
20900,GRCh38______AP003121.1
20901,GRCh38______LINC02712
20902,GRCh38______LINC02725
20903,GRCh38______LINC02098
20904,GRCh38______ETS1
20905,GRCh38______ETS1-AS1
20906,GRCh38______AP001122.1
20907,GRCh38______FLI1
20908,GRCh38______SENCR
20909,GRCh38______KCNJ1
20910,GRCh38______KCNJ5
20911,GRCh38______C11orf45
20912,GRCh38______TP53AIP1
20913,GRCh38______ARHGAP32
20914,GRCh38______BARX2
20915,GRCh38______AP003500.1
20916,GRCh38______LINC01395
20917,GRCh38______AP003327.2
20918,GRCh38______TMEM45B
20919,GRCh38______NFRKB
20920,GRCh38______PRDM10
20921,GRCh38______LINC00167
20922,GRCh38______APLP2
20923,GRCh38______ST14
20924,GRCh38______ZBTB44
20925,GRCh38______ZBTB44-DT
20926,GRCh38______ADAMTS8
20927,GRCh38______ADAMTS15
20928,GRCh38______C11orf44
20929,GRCh38______AP003486.2
20930,GRCh38______LINC02551
20931,GRCh38______AP003486.1
20932,GRCh38______SNX19
20933,GRCh38______AP002856.3
20934,GRCh38______AP002856.1
20935,GRCh38______AP002856.4
20936,GRCh38______AP002856.2
20937,GRCh38______NTM
20938,GRCh38______AP003025.1
20939,GRCh38______AP003025.2
20940,GRCh38______NTM-AS1
20941,GRCh38______AP000844.2
20942,GRCh38______AP000844.1
20943,GRCh38______NTM-IT
20944,GRCh38______OPCML
20945,GRCh38______OPCML-IT2
20946,GRCh38______OPCML-IT1
20947,GRCh38______AP004606.1
20948,GRCh38______LINC02743
20949,GRCh38______SPATA19
20950,GRCh38______IGSF9B
20951,GRCh38______LINC02730
20952,GRCh38______LINC02731
20953,GRCh38______AP000911.1
20954,GRCh38______JAM3
20955,GRCh38______NCAPD3
20956,GRCh38______AP001775.2
20957,GRCh38______VPS26B
20958,GRCh38______THYN1
20959,GRCh38______ACAD8
20960,GRCh38______GLB1L3
20961,GRCh38______GLB1L2
20962,GRCh38______B3GAT1
20963,GRCh38______AP004608.1
20964,GRCh38______AP004550.1
20965,GRCh38______AP001999.3
20966,GRCh38______AP001999.1
20967,GRCh38______AP001999.2
20968,GRCh38______LINC02706
20969,GRCh38______LINC02714
20970,GRCh38______AP003062.2
20971,GRCh38______LINC02697
20972,GRCh38______LINC02717
20973,GRCh38______LINC02684
20974,GRCh38______FAM138D
20975,GRCh38______IQSEC3
20976,GRCh38______AC026369.3
20977,GRCh38______AC026369.1
20978,GRCh38______AC026369.2
20979,GRCh38______AC007406.3
20980,GRCh38______SLC6A12
20981,GRCh38______AC007406.1
20982,GRCh38______AC007406.4
20983,GRCh38______SLC6A13
20984,GRCh38______AC007406.2
20985,GRCh38______AC007406.5
20986,GRCh38______KDM5A
20987,GRCh38______CCDC77
20988,GRCh38______B4GALNT3
20989,GRCh38______NINJ2
20990,GRCh38______AC006205.2
20991,GRCh38______AC006205.1
20992,GRCh38______AC021054.1
20993,GRCh38______LINC02455
20994,GRCh38______WNK1
20995,GRCh38______AC004765.1
20996,GRCh38______RAD52
20997,GRCh38______AC004803.1
20998,GRCh38______ERC1
20999,GRCh38______AC004672.1
21000,GRCh38______AC004672.2
21001,GRCh38______LINC00942
21002,GRCh38______WNT5B
21003,GRCh38______FBXL14
21004,GRCh38______ADIPOR2
21005,GRCh38______AC005343.1
21006,GRCh38______CACNA2D4
21007,GRCh38______AC005343.4
21008,GRCh38______LRTM2
21009,GRCh38______AC005342.2
21010,GRCh38______LINC00940
21011,GRCh38______DCP1B
21012,GRCh38______CACNA1C
21013,GRCh38______AC005342.1
21014,GRCh38______CACNA1C-IT1
21015,GRCh38______CACNA1C-IT2
21016,GRCh38______AC005344.1
21017,GRCh38______CACNA1C-AS4
21018,GRCh38______CACNA1C-IT3
21019,GRCh38______AC005293.1
21020,GRCh38______AC005414.1
21021,GRCh38______CACNA1C-AS3
21022,GRCh38______CACNA1C-AS2
21023,GRCh38______CACNA1C-AS1
21024,GRCh38______LINC02371
21025,GRCh38______FKBP4
21026,GRCh38______ITFG2-AS1
21027,GRCh38______AC005841.1
21028,GRCh38______ITFG2
21029,GRCh38______NRIP2
21030,GRCh38______TEX52
21031,GRCh38______FOXM1
21032,GRCh38______RHNO1
21033,GRCh38______TULP3
21034,GRCh38______AC005911.1
21035,GRCh38______TEAD4
21036,GRCh38______AC125807.2
21037,GRCh38______TSPAN9
21038,GRCh38______TSPAN9-IT1
21039,GRCh38______AC005912.2
21040,GRCh38______AC005865.2
21041,GRCh38______LINC02827
21042,GRCh38______LINC02417
21043,GRCh38______PRMT8
21044,GRCh38______AC005908.2
21045,GRCh38______AC005908.3
21046,GRCh38______CRACR2A
21047,GRCh38______AC006207.1
21048,GRCh38______PARP11
21049,GRCh38______AC005842.1
21050,GRCh38______AC084375.1
21051,GRCh38______CCND2-AS1
21052,GRCh38______CCND2
21053,GRCh38______TIGAR
21054,GRCh38______FGF23
21055,GRCh38______FGF6
21056,GRCh38______C12orf4
21057,GRCh38______RAD51AP1
21058,GRCh38______DYRK4
21059,GRCh38______AKAP3
21060,GRCh38______AC005832.1
21061,GRCh38______NDUFA9
21062,GRCh38______GAU1
21063,GRCh38______GALNT8
21064,GRCh38______AC005833.2
21065,GRCh38______KCNA6
21066,GRCh38______AC006063.1
21067,GRCh38______AC006063.3
21068,GRCh38______AC006063.4
21069,GRCh38______AC005906.2
21070,GRCh38______KCNA1
21071,GRCh38______AC006063.2
21072,GRCh38______KCNA5
21073,GRCh38______AC005906.3
21074,GRCh38______LINC02443
21075,GRCh38______AC006206.2
21076,GRCh38______AC006206.1
21077,GRCh38______AC007848.2
21078,GRCh38______AC007848.1
21079,GRCh38______NTF3
21080,GRCh38______ANO2
21081,GRCh38______VWF
21082,GRCh38______AC005845.1
21083,GRCh38______CD9
21084,GRCh38______PLEKHG6
21085,GRCh38______TNFRSF1A
21086,GRCh38______SCNN1A
21087,GRCh38______LTBR
21088,GRCh38______AC005840.2
21089,GRCh38______CD27-AS1
21090,GRCh38______CD27
21091,GRCh38______TAPBPL
21092,GRCh38______VAMP1
21093,GRCh38______AC005840.4
21094,GRCh38______MRPL51
21095,GRCh38______NCAPD2
21096,GRCh38______AC006064.5
21097,GRCh38______AC006064.3
21098,GRCh38______GAPDH
21099,GRCh38______AC006064.4
21100,GRCh38______IFFO1
21101,GRCh38______AC006064.1
21102,GRCh38______NOP2
21103,GRCh38______CHD4
21104,GRCh38______AC006064.2
21105,GRCh38______LPAR5
21106,GRCh38______ACRBP
21107,GRCh38______ING4
21108,GRCh38______AC125494.1
21109,GRCh38______ZNF384
21110,GRCh38______PIANP
21111,GRCh38______AC125494.3
21112,GRCh38______COPS7A
21113,GRCh38______AC125494.2
21114,GRCh38______MLF2
21115,GRCh38______PTMS
21116,GRCh38______LAG3
21117,GRCh38______CD4
21118,GRCh38______GPR162
21119,GRCh38______P3H3
21120,GRCh38______GNB3
21121,GRCh38______CDCA3
21122,GRCh38______USP5
21123,GRCh38______TPI1
21124,GRCh38______SPSB2
21125,GRCh38______LRRC23
21126,GRCh38______U47924.3
21127,GRCh38______ENO2
21128,GRCh38______ATN1
21129,GRCh38______C12orf57
21130,GRCh38______U47924.2
21131,GRCh38______PTPN6
21132,GRCh38______MIR200CHG
21133,GRCh38______U47924.1
21134,GRCh38______PHB2
21135,GRCh38______EMG1
21136,GRCh38______LPCAT3
21137,GRCh38______C1S
21138,GRCh38______C1R
21139,GRCh38______C1RL
21140,GRCh38______C1RL-AS1
21141,GRCh38______RBP5
21142,GRCh38______AC018653.3
21143,GRCh38______CLSTN3
21144,GRCh38______AC018653.4
21145,GRCh38______AC018653.1
21146,GRCh38______PEX5
21147,GRCh38______ACSM4
21148,GRCh38______CD163L1
21149,GRCh38______CD163
21150,GRCh38______APOBEC1
21151,GRCh38______GDF3
21152,GRCh38______DPPA3
21153,GRCh38______CLEC4C
21154,GRCh38______NANOGNB
21155,GRCh38______NANOG
21156,GRCh38______SLC2A14
21157,GRCh38______AC006517.2
21158,GRCh38______SLC2A3
21159,GRCh38______AC006511.6
21160,GRCh38______AC006511.4
21161,GRCh38______FOXJ2
21162,GRCh38______C3AR1
21163,GRCh38______NECAP1
21164,GRCh38______CLEC4A
21165,GRCh38______ZNF705A
21166,GRCh38______FAM66C
21167,GRCh38______AC092111.2
21168,GRCh38______AC092111.1
21169,GRCh38______FAM90A1
21170,GRCh38______LINC02449
21171,GRCh38______AC092745.5
21172,GRCh38______AC092745.4
21173,GRCh38______LINC00937
21174,GRCh38______AC092745.1
21175,GRCh38______CLEC6A
21176,GRCh38______CLEC4D
21177,GRCh38______CLEC4E
21178,GRCh38______AC092746.1
21179,GRCh38______AICDA
21180,GRCh38______MFAP5
21181,GRCh38______AC092490.2
21182,GRCh38______RIMKLB
21183,GRCh38______A2ML1-AS1
21184,GRCh38______AC092490.1
21185,GRCh38______A2ML1-AS2
21186,GRCh38______A2ML1
21187,GRCh38______AC006581.2
21188,GRCh38______PHC1
21189,GRCh38______M6PR
21190,GRCh38______KLRG1
21191,GRCh38______AC006581.1
21192,GRCh38______LINC00612
21193,GRCh38______A2M-AS1
21194,GRCh38______A2M
21195,GRCh38______PZP
21196,GRCh38______LINC00987
21197,GRCh38______AC010175.1
21198,GRCh38______AC009533.3
21199,GRCh38______LINC02367
21200,GRCh38______AC009533.4
21201,GRCh38______AC092821.3
21202,GRCh38______KLRB1
21203,GRCh38______AC010186.1
21204,GRCh38______AC010186.3
21205,GRCh38______CLEC2D
21206,GRCh38______LINC02390
21207,GRCh38______CLECL1
21208,GRCh38______CD69
21209,GRCh38______KLRF1
21210,GRCh38______CLEC2B
21211,GRCh38______AC091814.1
21212,GRCh38______KLRF2
21213,GRCh38______CLEC2A
21214,GRCh38______LINC02470
21215,GRCh38______CLEC12A-AS1
21216,GRCh38______CLEC12A
21217,GRCh38______CLEC1B
21218,GRCh38______CLEC12B
21219,GRCh38______AC024224.2
21220,GRCh38______CLEC9A
21221,GRCh38______CLEC1A
21222,GRCh38______CLEC7A
21223,GRCh38______OLR1
21224,GRCh38______TMEM52B
21225,GRCh38______GABARAPL1
21226,GRCh38______AC115676.1
21227,GRCh38______KLRD1
21228,GRCh38______LINC02617
21229,GRCh38______LINC02598
21230,GRCh38______AC022075.1
21231,GRCh38______KLRK1
21232,GRCh38______KLRC4
21233,GRCh38______KLRC3
21234,GRCh38______KLRC2
21235,GRCh38______KLRC1
21236,GRCh38______EIF2S3B
21237,GRCh38______LINC02446
21238,GRCh38______MAGOHB
21239,GRCh38______STYK1
21240,GRCh38______YBX3
21241,GRCh38______LINC02366
21242,GRCh38______TAS2R7
21243,GRCh38______TAS2R8
21244,GRCh38______TAS2R9
21245,GRCh38______PRH1
21246,GRCh38______TAS2R10
21247,GRCh38______PRR4
21248,GRCh38______TAS2R13
21249,GRCh38______PRH2
21250,GRCh38______TAS2R14
21251,GRCh38______TAS2R50
21252,GRCh38______TAS2R20
21253,GRCh38______TAS2R19
21254,GRCh38______TAS2R31
21255,GRCh38______TAS2R46
21256,GRCh38______TAS2R43
21257,GRCh38______TAS2R30
21258,GRCh38______AC134349.1
21259,GRCh38______SMIM10L1
21260,GRCh38______TAS2R42
21261,GRCh38______AC244131.2
21262,GRCh38______PRB3
21263,GRCh38______PRB4
21264,GRCh38______PRB1
21265,GRCh38______PRB2
21266,GRCh38______AC078950.1
21267,GRCh38______AC007450.1
21268,GRCh38______LINC01252
21269,GRCh38______ETV6
21270,GRCh38______BCL2L14
21271,GRCh38______LRP6
21272,GRCh38______MANSC1
21273,GRCh38______LOH12CR2
21274,GRCh38______BORCS5
21275,GRCh38______DUSP16
21276,GRCh38______AC007619.1
21277,GRCh38______CREBL2
21278,GRCh38______AC008115.4
21279,GRCh38______GPR19
21280,GRCh38______AC008115.2
21281,GRCh38______CDKN1B
21282,GRCh38______AC008115.3
21283,GRCh38______AC008115.1
21284,GRCh38______APOLD1
21285,GRCh38______DDX47
21286,GRCh38______GPRC5A
21287,GRCh38______GPRC5D-AS1
21288,GRCh38______GPRC5D
21289,GRCh38______AC007688.3
21290,GRCh38______HEBP1
21291,GRCh38______AC023790.2
21292,GRCh38______FAM234B
21293,GRCh38______GSG1
21294,GRCh38______EMP1
21295,GRCh38______AC022276.1
21296,GRCh38______LINC01559
21297,GRCh38______GRIN2B
21298,GRCh38______AC007527.1
21299,GRCh38______AC007527.2
21300,GRCh38______AC007535.1
21301,GRCh38______AC092112.1
21302,GRCh38______ATF7IP
21303,GRCh38______PLBD1
21304,GRCh38______AC008114.1
21305,GRCh38______PLBD1-AS1
21306,GRCh38______GUCY2C
21307,GRCh38______AC010168.1
21308,GRCh38______AC010168.2
21309,GRCh38______HIST4H4
21310,GRCh38______H2AFJ
21311,GRCh38______WBP11
21312,GRCh38______C12orf60
21313,GRCh38______SMCO3
