,Gene_MEND52
20278,GRCh38__NANOG
20279,GRCh38__SLC2A14
20280,GRCh38__SLC2A3
20281,GRCh38__AC006511.4
20282,GRCh38__FOXJ2
20283,GRCh38__C3AR1
20284,GRCh38__NECAP1
20285,GRCh38__CLEC4A
20286,GRCh38__AC092111.3
20287,GRCh38__ZNF705A
20288,GRCh38__FAM66C
20289,GRCh38__AC092111.2
20290,GRCh38__AC092111.1
20291,GRCh38__FAM90A1
20292,GRCh38__LINC02449
20293,GRCh38__LINC00937
20294,GRCh38__AC092745.1
20295,GRCh38__CLEC6A
20296,GRCh38__CLEC4D
20297,GRCh38__CLEC4E
20298,GRCh38__AC092746.1
20299,GRCh38__AICDA
20300,GRCh38__MFAP5
20301,GRCh38__AC092490.2
20302,GRCh38__RIMKLB
20303,GRCh38__A2ML1-AS1
20304,GRCh38__AC092490.1
20305,GRCh38__A2ML1-AS2
20306,GRCh38__A2ML1
20307,GRCh38__AC006581.2
20308,GRCh38__PHC1
20309,GRCh38__M6PR
20310,GRCh38__KLRG1
20311,GRCh38__AC006581.1
20312,GRCh38__A2M-AS1
20313,GRCh38__A2M
20314,GRCh38__PZP
20315,GRCh38__LINC00987
20316,GRCh38__AC010175.1
20317,GRCh38__LINC02367
20318,GRCh38__KLRB1
20319,GRCh38__AC010186.1
20320,GRCh38__CLEC2D
20321,GRCh38__LINC02390
20322,GRCh38__CLECL1
20323,GRCh38__CD69
20324,GRCh38__KLRF1
20325,GRCh38__CLEC2B
20326,GRCh38__AC091814.1
20327,GRCh38__KLRF2
20328,GRCh38__CLEC2A
20329,GRCh38__LINC02470
20330,GRCh38__CLEC12A-AS1
20331,GRCh38__CLEC12A
20332,GRCh38__CLEC1B
20333,GRCh38__CLEC12B
20334,GRCh38__AC024224.2
20335,GRCh38__CLEC9A
20336,GRCh38__CLEC1A
20337,GRCh38__CLEC7A
20338,GRCh38__OLR1
20339,GRCh38__TMEM52B
20340,GRCh38__GABARAPL1
20341,GRCh38__AC115676.1
20342,GRCh38__KLRD1
20343,GRCh38__AC022075.3
20344,GRCh38__AC022075.2
20345,GRCh38__AC022075.1
20346,GRCh38__KLRK1
20347,GRCh38__KLRC4-KLRK1
20348,GRCh38__KLRC4
20349,GRCh38__AC068775.1
20350,GRCh38__KLRC3
20351,GRCh38__KLRC2
20352,GRCh38__KLRC1
20353,GRCh38__EIF2S3B
20354,GRCh38__LINC02446
20355,GRCh38__MAGOHB
20356,GRCh38__STYK1
20357,GRCh38__YBX3
20358,GRCh38__LINC02366
20359,GRCh38__TAS2R7
20360,GRCh38__TAS2R8
20361,GRCh38__TAS2R9
20362,GRCh38__PRH1
20363,GRCh38__TAS2R10
20364,GRCh38__PRR4
20365,GRCh38__AC018630.2
20366,GRCh38__AC006518.7
20367,GRCh38__TAS2R13
20368,GRCh38__PRH2
20369,GRCh38__TAS2R14
20370,GRCh38__TAS2R50
20371,GRCh38__TAS2R20
20372,GRCh38__TAS2R19
20373,GRCh38__TAS2R31
20374,GRCh38__TAS2R46
20375,GRCh38__TAS2R43
20376,GRCh38__TAS2R30
20377,GRCh38__SMIM10L1
20378,GRCh38__TAS2R42
20379,GRCh38__AC244131.2
20380,GRCh38__PRB3
20381,GRCh38__PRB4
20382,GRCh38__PRB1
20383,GRCh38__PRB2
20384,GRCh38__AC007450.1
20385,GRCh38__LINC01252
20386,GRCh38__ETV6
20387,GRCh38__BCL2L14
20388,GRCh38__LRP6
20389,GRCh38__MANSC1
20390,GRCh38__LOH12CR2
20391,GRCh38__BORCS5
20392,GRCh38__DUSP16
20393,GRCh38__AC007619.1
20394,GRCh38__CREBL2
20395,GRCh38__AC008115.4
20396,GRCh38__GPR19
20397,GRCh38__AC008115.2
20398,GRCh38__CDKN1B
20399,GRCh38__AC008115.1
20400,GRCh38__APOLD1
20401,GRCh38__DDX47
20402,GRCh38__GPRC5A
20403,GRCh38__GPRC5D-AS1
20404,GRCh38__GPRC5D
20405,GRCh38__AC007688.2
20406,GRCh38__HEBP1
20407,GRCh38__AC023790.2
20408,GRCh38__FAM234B
20409,GRCh38__GSG1
20410,GRCh38__EMP1
20411,GRCh38__LINC01559
20412,GRCh38__GRIN2B
20413,GRCh38__AC007527.2
20414,GRCh38__AC092112.1
20415,GRCh38__ATF7IP
20416,GRCh38__PLBD1
20417,GRCh38__AC008114.1
20418,GRCh38__PLBD1-AS1
20419,GRCh38__GUCY2C
20420,GRCh38__AC010168.1
20421,GRCh38__HIST4H4
20422,GRCh38__H2AFJ
20423,GRCh38__WBP11
20424,GRCh38__C12orf60
20425,GRCh38__SMCO3
20426,GRCh38__ART4
20427,GRCh38__AC007655.1
20428,GRCh38__MGP
20429,GRCh38__ERP27
20430,GRCh38__ARHGDIB
20431,GRCh38__PDE6H
20432,GRCh38__LINC01489
20433,GRCh38__RERG
20434,GRCh38__RERG-AS1
20435,GRCh38__PTPRO
20436,GRCh38__EPS8
20437,GRCh38__AC073651.1
20438,GRCh38__STRAP
20439,GRCh38__DERA
20440,GRCh38__SLC15A5
20441,GRCh38__MGST1
20442,GRCh38__LMO3
20443,GRCh38__AC007552.2
20444,GRCh38__AC007529.2
20445,GRCh38__AC007529.1
20446,GRCh38__LINC02378
20447,GRCh38__AC087321.1
20448,GRCh38__RERGL
20449,GRCh38__PIK3C2G
20450,GRCh38__PLCZ1
20451,GRCh38__AC087242.1
20452,GRCh38__CAPZA3
20453,GRCh38__PLEKHA5
20454,GRCh38__AEBP2
20455,GRCh38__AC024901.1
20456,GRCh38__LINC02398
20457,GRCh38__LINC02468
20458,GRCh38__AC129102.1
20459,GRCh38__PDE3A
20460,GRCh38__SLCO1C1
20461,GRCh38__SLCO1B3
20462,GRCh38__AC011604.2
20463,GRCh38__SLCO1B7
20464,GRCh38__AC022335.1
20465,GRCh38__SLCO1B1
20466,GRCh38__SLCO1A2
20467,GRCh38__IAPP
20468,GRCh38__PYROXD1
20469,GRCh38__RECQL
20470,GRCh38__GOLT1B
20471,GRCh38__SPX
20472,GRCh38__GYS2
20473,GRCh38__LDHB
20474,GRCh38__AC010197.1
20475,GRCh38__AC010185.1
20476,GRCh38__KCNJ8
20477,GRCh38__ABCC9
20478,GRCh38__AC008250.1
20479,GRCh38__CMAS
20480,GRCh38__ST8SIA1
20481,GRCh38__AC087318.1
20482,GRCh38__C2CD5
20483,GRCh38__AC053513.1
20484,GRCh38__AC087241.1
20485,GRCh38__AC087241.3
20486,GRCh38__ETNK1
20487,GRCh38__AC084816.1
20488,GRCh38__AC084819.1
20489,GRCh38__AC087258.1
20490,GRCh38__AC087235.1
20491,GRCh38__SOX5
20492,GRCh38__AC087260.1
20493,GRCh38__SOX5-AS1
20494,GRCh38__LINC00477
20495,GRCh38__AC023796.1
20496,GRCh38__BCAT1
20497,GRCh38__AC023796.2
20498,GRCh38__AC026310.2
20499,GRCh38__C12orf77
20500,GRCh38__LRMP
20501,GRCh38__AC023510.1
20502,GRCh38__AC023510.2
20503,GRCh38__CASC1
20504,GRCh38__ETFRF1
20505,GRCh38__KRAS
20506,GRCh38__AC092794.1
20507,GRCh38__AC092794.2
20508,GRCh38__AC087239.1
20509,GRCh38__LMNTD1
20510,GRCh38__AC019209.3
20511,GRCh38__AC019209.2
20512,GRCh38__AC019209.1
20513,GRCh38__RASSF8-AS1
20514,GRCh38__RASSF8
20515,GRCh38__BHLHE41
20516,GRCh38__SSPN
20517,GRCh38__AC022509.3
20518,GRCh38__AC022509.2
20519,GRCh38__AC022509.1
20520,GRCh38__AC022509.4
20521,GRCh38__AC055720.1
20522,GRCh38__AC024145.1
20523,GRCh38__ITPR2
20524,GRCh38__AC023051.1
20525,GRCh38__INTS13
20526,GRCh38__FGFR1OP2
20527,GRCh38__AC024896.1
20528,GRCh38__TM7SF3
20529,GRCh38__MED21
20530,GRCh38__AC092747.4
20531,GRCh38__C12orf71
20532,GRCh38__AC092747.1
20533,GRCh38__STK38L
20534,GRCh38__ARNTL2
20535,GRCh38__ARNTL2-AS1
20536,GRCh38__SMCO2
20537,GRCh38__PPFIBP1
20538,GRCh38__AC087257.1
20539,GRCh38__AC009509.1
20540,GRCh38__REP15
20541,GRCh38__AC009509.4
20542,GRCh38__AC009509.2
20543,GRCh38__MRPS35
20544,GRCh38__MANSC4
20545,GRCh38__AC009511.2
20546,GRCh38__KLHL42
20547,GRCh38__AC009511.1
20548,GRCh38__PTHLH
20549,GRCh38__AC008011.2
20550,GRCh38__CCDC91
20551,GRCh38__AC022364.1
20552,GRCh38__AC022079.2
20553,GRCh38__AC022081.1
20554,GRCh38__AC012150.1
20555,GRCh38__FAR2
20556,GRCh38__AC012150.2
20557,GRCh38__AC009318.4
20558,GRCh38__AC009318.1
20559,GRCh38__AC009318.3
20560,GRCh38__AC009318.2
20561,GRCh38__ERGIC2
20562,GRCh38__OVCH1-AS1
20563,GRCh38__OVCH1
20564,GRCh38__TMTC1
20565,GRCh38__AC009320.1
20566,GRCh38__AC023511.1
20567,GRCh38__LINC02386
20568,GRCh38__AC078776.1
20569,GRCh38__IPO8
20570,GRCh38__CAPRIN2
20571,GRCh38__AC010198.1
20572,GRCh38__LINC00941
20573,GRCh38__TSPAN11
20574,GRCh38__DDX11-AS1
20575,GRCh38__DDX11
20576,GRCh38__SINHCAF
20577,GRCh38__AC024940.1
20578,GRCh38__LINC02387
20579,GRCh38__DENND5B
20580,GRCh38__DENND5B-AS1
20581,GRCh38__ETFBKMT
20582,GRCh38__AMN1
20583,GRCh38__AC023157.3
20584,GRCh38__H3F3C
20585,GRCh38__LINC02422
20586,GRCh38__KIAA1551
20587,GRCh38__AC016957.2
20588,GRCh38__AC048344.1
20589,GRCh38__BICD1
20590,GRCh38__FGD4
20591,GRCh38__DNM1L
20592,GRCh38__AC084824.5
20593,GRCh38__YARS2
20594,GRCh38__PKP2
20595,GRCh38__AC087311.2
20596,GRCh38__SYT10
20597,GRCh38__ALG10
20598,GRCh38__AC046130.1
20599,GRCh38__AC046130.2
20600,GRCh38__AC140847.1
20601,GRCh38__AC140847.2
20602,GRCh38__ALG10B
20603,GRCh38__AC087897.2
20604,GRCh38__CPNE8
20605,GRCh38__AC067735.1
20606,GRCh38__LINC02406
20607,GRCh38__KIF21A
20608,GRCh38__ABCD2
20609,GRCh38__C12orf40
20610,GRCh38__SLC2A13
20611,GRCh38__LINC02555
20612,GRCh38__LINC02471
20613,GRCh38__AC079630.1
20614,GRCh38__LRRK2
20615,GRCh38__MUC19
20616,GRCh38__AC107023.1
20617,GRCh38__CNTN1
20618,GRCh38__PDZRN4
20619,GRCh38__AC090531.1
20620,GRCh38__LINC02400
20621,GRCh38__AC090630.1
20622,GRCh38__GXYLT1
20623,GRCh38__YAF2
20624,GRCh38__PPHLN1
20625,GRCh38__ZCRB1
20626,GRCh38__PRICKLE1
20627,GRCh38__AC079601.1
20628,GRCh38__LINC02402
20629,GRCh38__LINC02451
20630,GRCh38__LINC02450
20631,GRCh38__AC012038.2
20632,GRCh38__AC012038.1
20633,GRCh38__LINC02461
20634,GRCh38__ADAMTS20
20635,GRCh38__PUS7L
20636,GRCh38__IRAK4
20637,GRCh38__TWF1
20638,GRCh38__TMEM117
20639,GRCh38__AC025030.2
20640,GRCh38__AC025253.1
20641,GRCh38__NELL2
20642,GRCh38__DBX2
20643,GRCh38__AC008127.1
20644,GRCh38__ANO6
20645,GRCh38__AC079950.1
20646,GRCh38__AC008124.1
20647,GRCh38__ARID2
20648,GRCh38__SCAF11
20649,GRCh38__SLC38A1
20650,GRCh38__SLC38A2
20651,GRCh38__AC025031.2
20652,GRCh38__AC008014.1
20653,GRCh38__AC025031.1
20654,GRCh38__AC025031.4
20655,GRCh38__AC008035.1
20656,GRCh38__SLC38A4
20657,GRCh38__AC079906.1
20658,GRCh38__AMIGO2
20659,GRCh38__PCED1B
20660,GRCh38__AC008083.1
20661,GRCh38__AC008083.2
20662,GRCh38__AC008083.3
20663,GRCh38__LINC02416
20664,GRCh38__LINC02156
20665,GRCh38__RPAP3
20666,GRCh38__AC004241.1
20667,GRCh38__ENDOU
20668,GRCh38__AC004241.2
20669,GRCh38__RAPGEF3
20670,GRCh38__SLC48A1
20671,GRCh38__HDAC7
20672,GRCh38__AC004466.1
20673,GRCh38__AC004466.3
20674,GRCh38__LINC02354
20675,GRCh38__VDR
20676,GRCh38__AC121338.1
20677,GRCh38__AC121338.2
20678,GRCh38__TMEM106C
20679,GRCh38__COL2A1
20680,GRCh38__AC004801.5
20681,GRCh38__AC004801.4
20682,GRCh38__AC004801.3
20683,GRCh38__AC004801.6
20684,GRCh38__SENP1
20685,GRCh38__PFKM
20686,GRCh38__ASB8
20687,GRCh38__AC074029.3
20688,GRCh38__CCDC184
20689,GRCh38__AC024257.3
20690,GRCh38__OR10AD1
20691,GRCh38__AC024257.1
20692,GRCh38__AC024257.5
20693,GRCh38__H1FNT
20694,GRCh38__ZNF641
20695,GRCh38__AC090115.1
20696,GRCh38__AC024257.4
20697,GRCh38__ANP32D
20698,GRCh38__C12orf54
20699,GRCh38__AC089987.2
20700,GRCh38__OR8S1
20701,GRCh38__OR5BS1P
20702,GRCh38__LALBA
20703,GRCh38__KANSL2
20704,GRCh38__CCNT1
20705,GRCh38__TEX49
20706,GRCh38__AC117498.1
20707,GRCh38__ADCY6
20708,GRCh38__AC117498.2
20709,GRCh38__CACNB3
20710,GRCh38__DDX23
20711,GRCh38__RND1
20712,GRCh38__AC073610.3
20713,GRCh38__CCDC65
20714,GRCh38__FKBP11
20715,GRCh38__AC073610.2
20716,GRCh38__ARF3
20717,GRCh38__WNT10B
20718,GRCh38__WNT1
20719,GRCh38__DDN
20720,GRCh38__AC011603.3
20721,GRCh38__DDN-AS1
20722,GRCh38__PRKAG1
20723,GRCh38__KMT2D
20724,GRCh38__RHEBL1
20725,GRCh38__DHH
20726,GRCh38__AC011603.1
20727,GRCh38__LMBR1L
20728,GRCh38__AC011603.2
20729,GRCh38__TUBA1B
20730,GRCh38__TUBA1A
20731,GRCh38__TUBA1C
20732,GRCh38__AC010173.1
20733,GRCh38__AC125611.3
20734,GRCh38__AC125611.4
20735,GRCh38__PRPH
20736,GRCh38__TROAP
20737,GRCh38__C1QL4
20738,GRCh38__DNAJC22
20739,GRCh38__SPATS2
20740,GRCh38__KCNH3
20741,GRCh38__MCRS1
20742,GRCh38__PRPF40B
20743,GRCh38__AC020612.3
20744,GRCh38__FAM186B
20745,GRCh38__FMNL3
20746,GRCh38__TMBIM6
20747,GRCh38__NCKAP5L
20748,GRCh38__BCDIN3D-AS1
20749,GRCh38__BCDIN3D
20750,GRCh38__AC131157.1
20751,GRCh38__FAIM2
20752,GRCh38__LINC02396
20753,GRCh38__LINC02395
20754,GRCh38__AQP2
20755,GRCh38__AC025154.2
20756,GRCh38__AC025154.1
20757,GRCh38__AQP5
20758,GRCh38__AQP6
20759,GRCh38__RACGAP1
20760,GRCh38__ASIC1
20761,GRCh38__SMARCD1
20762,GRCh38__GPD1
20763,GRCh38__COX14
20764,GRCh38__AC074032.1
20765,GRCh38__CERS5
20766,GRCh38__LIMA1
20767,GRCh38__AC008147.1
20768,GRCh38__FAM186A
20769,GRCh38__LARP4
20770,GRCh38__DIP2B
20771,GRCh38__ATF1
20772,GRCh38__TMPRSS12
20773,GRCh38__METTL7A
20774,GRCh38__AC008121.2
20775,GRCh38__HIGD1C
20776,GRCh38__AC008121.3
20777,GRCh38__SLC11A2
20778,GRCh38__LETMD1
20779,GRCh38__CSRNP2
20780,GRCh38__TFCP2
20781,GRCh38__POU6F1
20782,GRCh38__DAZAP2
20783,GRCh38__SMAGP
20784,GRCh38__BIN2
20785,GRCh38__CELA1
20786,GRCh38__GALNT6
20787,GRCh38__SLC4A8
20788,GRCh38__AC107031.1
20789,GRCh38__SCN8A
20790,GRCh38__AC068987.2
20791,GRCh38__AC068987.5
20792,GRCh38__AC068987.3
20793,GRCh38__FIGNL2
20794,GRCh38__AC068987.4
20795,GRCh38__AC068987.1
20796,GRCh38__ANKRD33
20797,GRCh38__ACVRL1
20798,GRCh38__ACVR1B
20799,GRCh38__GRASP
20800,GRCh38__NR4A1
20801,GRCh38__AC025259.3
20802,GRCh38__ATG101
20803,GRCh38__AC025259.1
20804,GRCh38__AC078864.2
20805,GRCh38__AC078864.1
20806,GRCh38__LINC00592
20807,GRCh38__KRT80
20808,GRCh38__C12orf80
20809,GRCh38__KRT7
20810,GRCh38__KRT7-AS
20811,GRCh38__KRT86
20812,GRCh38__AC021066.1
20813,GRCh38__KRT81
20814,GRCh38__AC121757.1
20815,GRCh38__KRT83
20816,GRCh38__KRT85
20817,GRCh38__KRT84
20818,GRCh38__AC078865.1
20819,GRCh38__KRT82
20820,GRCh38__AC055736.1
20821,GRCh38__KRT75
20822,GRCh38__KRT6B
20823,GRCh38__KRT6C
20824,GRCh38__KRT6A
20825,GRCh38__KRT5
20826,GRCh38__KRT71
20827,GRCh38__KRT74
20828,GRCh38__KRT72
20829,GRCh38__KRT73-AS1
20830,GRCh38__KRT73
20831,GRCh38__KRT2
20832,GRCh38__KRT1
20833,GRCh38__KRT77
20834,GRCh38__AC055716.3
20835,GRCh38__KRT76
20836,GRCh38__KRT3
20837,GRCh38__KRT4
20838,GRCh38__KRT79
20839,GRCh38__KRT78
20840,GRCh38__KRT8
20841,GRCh38__KRT18
20842,GRCh38__EIF4B
20843,GRCh38__AC068888.1
20844,GRCh38__TNS2
20845,GRCh38__SPRYD3
20846,GRCh38__IGFBP6
20847,GRCh38__SOAT2
20848,GRCh38__CSAD
20849,GRCh38__AC073573.1
20850,GRCh38__ZNF740
20851,GRCh38__ITGB7
20852,GRCh38__RARG
20853,GRCh38__AC021072.1
20854,GRCh38__MFSD5
20855,GRCh38__ESPL1
20856,GRCh38__PFDN5
20857,GRCh38__AC073611.1
20858,GRCh38__C12orf10
20859,GRCh38__AAAS
20860,GRCh38__SP7
20861,GRCh38__SP1
20862,GRCh38__AMHR2
20863,GRCh38__PRR13
20864,GRCh38__PCBP2
20865,GRCh38__MAP3K12
20866,GRCh38__AC023509.4
20867,GRCh38__TARBP2
20868,GRCh38__AC023509.3
20869,GRCh38__NPFF
20870,GRCh38__ATF7
20871,GRCh38__AC023509.2
20872,GRCh38__ATP5MC2
20873,GRCh38__CALCOCO1
20874,GRCh38__CISTR
20875,GRCh38__AC076968.1
20876,GRCh38__HOXC13-AS
20877,GRCh38__HOXC13
20878,GRCh38__HOXC12
20879,GRCh38__HOTAIR
20880,GRCh38__HOXC11
20881,GRCh38__HOXC10
20882,GRCh38__AC012531.3
20883,GRCh38__HOXC6
20884,GRCh38__HOXC9
20885,GRCh38__HOXC-AS1
20886,GRCh38__HOXC8
20887,GRCh38__HOXC4
20888,GRCh38__AC012531.1
20889,GRCh38__HOXC5
20890,GRCh38__AC023794.1
20891,GRCh38__AC023794.3
20892,GRCh38__AC023794.4
20893,GRCh38__SMUG1
20894,GRCh38__LINC02381
20895,GRCh38__SMUG1-AS1
20896,GRCh38__AC023794.7
20897,GRCh38__AC023794.6
20898,GRCh38__AC023794.2
20899,GRCh38__CBX5
20900,GRCh38__AC078778.1
20901,GRCh38__HNRNPA1
20902,GRCh38__NFE2
20903,GRCh38__COPZ1
20904,GRCh38__AC079313.2
20905,GRCh38__AC079313.1
20906,GRCh38__GPR84
20907,GRCh38__ZNF385A
20908,GRCh38__ITGA5
20909,GRCh38__LINC01154
20910,GRCh38__GTSF1
20911,GRCh38__NCKAP1L
20912,GRCh38__AC068789.1
20913,GRCh38__PDE1B
20914,GRCh38__PPP1R1A
20915,GRCh38__LACRT
20916,GRCh38__DCD
20917,GRCh38__AC079310.1
20918,GRCh38__MUCL1
20919,GRCh38__TESPA1
20920,GRCh38__AC027287.2
20921,GRCh38__NEUROD4
20922,GRCh38__OR9K2
20923,GRCh38__OR10A7
20924,GRCh38__OR6C74
20925,GRCh38__OR6C6
20926,GRCh38__OR6C1
20927,GRCh38__OR6C3
20928,GRCh38__OR6C75
20929,GRCh38__OR6C65
20930,GRCh38__OR6C76
20931,GRCh38__AC122685.1
20932,GRCh38__OR6C2
20933,GRCh38__OR6C70
20934,GRCh38__OR6C68
20935,GRCh38__OR6C4
20936,GRCh38__OR2AP1
20937,GRCh38__OR10P1
20938,GRCh38__AC009779.5
20939,GRCh38__METTL7B
20940,GRCh38__ITGA7
20941,GRCh38__AC009779.3
20942,GRCh38__BLOC1S1
20943,GRCh38__RDH5
20944,GRCh38__CD63
20945,GRCh38__AC009779.2
20946,GRCh38__GDF11
20947,GRCh38__SARNP
20948,GRCh38__AC023055.1
20949,GRCh38__ORMDL2
20950,GRCh38__DNAJC14
20951,GRCh38__MMP19
20952,GRCh38__PYM1
20953,GRCh38__DGKA
20954,GRCh38__PMEL
20955,GRCh38__CDK2
20956,GRCh38__AC025162.1
20957,GRCh38__RAB5B
20958,GRCh38__SUOX
20959,GRCh38__IKZF4
20960,GRCh38__AC034102.8
20961,GRCh38__AC034102.3
20962,GRCh38__RPS26
20963,GRCh38__ERBB3
20964,GRCh38__AC034102.2
20965,GRCh38__PA2G4
20966,GRCh38__AC034102.4
20967,GRCh38__RPL41
20968,GRCh38__ZC3H10
20969,GRCh38__ESYT1
20970,GRCh38__AC034102.7
20971,GRCh38__AC034102.6
20972,GRCh38__AC034102.5
20973,GRCh38__MYL6B
20974,GRCh38__MYL6
20975,GRCh38__SMARCC2
20976,GRCh38__RNF41
20977,GRCh38__NABP2
20978,GRCh38__SLC39A5
20979,GRCh38__ANKRD52
20980,GRCh38__COQ10A
20981,GRCh38__AC073896.5
20982,GRCh38__CS
20983,GRCh38__AC073896.1
20984,GRCh38__AC073896.2
20985,GRCh38__AC073896.3
20986,GRCh38__CNPY2
20987,GRCh38__PAN2
20988,GRCh38__IL23A
20989,GRCh38__STAT2
20990,GRCh38__APOF
20991,GRCh38__AC024884.2
20992,GRCh38__TIMELESS
20993,GRCh38__MIP
20994,GRCh38__SPRYD4
20995,GRCh38__GLS2
20996,GRCh38__RBMS2
20997,GRCh38__BAZ2A
20998,GRCh38__ATP5F1B
20999,GRCh38__PTGES3
21000,GRCh38__NACA
21001,GRCh38__PRIM1
21002,GRCh38__HSD17B6
21003,GRCh38__SDR9C7
21004,GRCh38__RDH16
21005,GRCh38__GPR182
21006,GRCh38__ZBTB39
21007,GRCh38__TAC3
21008,GRCh38__MYO1A
21009,GRCh38__NEMP1
21010,GRCh38__NAB2
21011,GRCh38__STAT6
21012,GRCh38__LRP1
21013,GRCh38__LRP1-AS
21014,GRCh38__NXPH4
21015,GRCh38__SHMT2
21016,GRCh38__AC137834.2
21017,GRCh38__NDUFA4L2
21018,GRCh38__STAC3
21019,GRCh38__AC137834.1
21020,GRCh38__R3HDM2
21021,GRCh38__AC126614.1
21022,GRCh38__INHBC
21023,GRCh38__INHBE
21024,GRCh38__GLI1
21025,GRCh38__ARHGAP9
21026,GRCh38__MARS
21027,GRCh38__DDIT3
21028,GRCh38__AC022506.1
21029,GRCh38__MBD6
21030,GRCh38__DCTN2
21031,GRCh38__KIF5A
21032,GRCh38__PIP4K2C
21033,GRCh38__DTX3
21034,GRCh38__ARHGEF25
21035,GRCh38__AC025165.1
21036,GRCh38__SLC26A10
21037,GRCh38__B4GALNT1
21038,GRCh38__OS9
21039,GRCh38__AC025165.2
21040,GRCh38__AGAP2
21041,GRCh38__AGAP2-AS1
21042,GRCh38__TSPAN31
21043,GRCh38__CDK4
21044,GRCh38__MARCH9
21045,GRCh38__CYP27B1
21046,GRCh38__METTL1
21047,GRCh38__EEF1AKMT3
21048,GRCh38__AC025165.3
21049,GRCh38__TSFM
21050,GRCh38__AVIL
21051,GRCh38__AC025165.5
21052,GRCh38__AC025165.4
21053,GRCh38__CTDSP2
21054,GRCh38__AC083805.2
21055,GRCh38__AC083805.1
21056,GRCh38__AC083805.3
21057,GRCh38__AC084033.3
21058,GRCh38__ATP23
21059,GRCh38__LINC02403
21060,GRCh38__AC020637.1
21061,GRCh38__LINC02388
21062,GRCh38__LRIG3
21063,GRCh38__AC068305.2
21064,GRCh38__AC108721.1
21065,GRCh38__LINC02448
21066,GRCh38__SLC16A7
21067,GRCh38__AC080011.1
21068,GRCh38__FAM19A2
21069,GRCh38__USP15
21070,GRCh38__MON2
21071,GRCh38__AC079035.1
21072,GRCh38__LINC01465
21073,GRCh38__AC048341.1
21074,GRCh38__AC048341.2
21075,GRCh38__PPM1H
21076,GRCh38__AC078814.1
21077,GRCh38__AVPR1A
21078,GRCh38__AC026116.1
21079,GRCh38__DPY19L2
21080,GRCh38__AC084357.2
21081,GRCh38__RXYLT1
21082,GRCh38__RXYLT1-AS1
21083,GRCh38__SRGAP1
21084,GRCh38__AC020611.2
21085,GRCh38__AC025576.2
21086,GRCh38__AC025576.1
21087,GRCh38__C12orf66
21088,GRCh38__C12orf56
21089,GRCh38__XPOT
21090,GRCh38__AC135279.3
21091,GRCh38__TBK1
21092,GRCh38__RASSF3
21093,GRCh38__AC078962.2
21094,GRCh38__AC078962.4
21095,GRCh38__AC078962.3
21096,GRCh38__GNS
21097,GRCh38__AC025262.1
21098,GRCh38__TBC1D30
21099,GRCh38__LINC02389
21100,GRCh38__LINC02231
21101,GRCh38__AC135895.1
21102,GRCh38__WIF1
21103,GRCh38__LEMD3
21104,GRCh38__MSRB3
21105,GRCh38__AC025419.1
21106,GRCh38__AC090023.1
21107,GRCh38__LINC02454
21108,GRCh38__AC090023.2
21109,GRCh38__HMGA2
21110,GRCh38__AC090673.1
21111,GRCh38__AC090673.2
21112,GRCh38__LINC02425
21113,GRCh38__LLPH
21114,GRCh38__AC078927.1
21115,GRCh38__LLPH-DT
21116,GRCh38__TMBIM4
21117,GRCh38__IRAK3
21118,GRCh38__AC078889.1
21119,GRCh38__HELB
21120,GRCh38__GRIP1
21121,GRCh38__AC073530.1
21122,GRCh38__CAND1
21123,GRCh38__LINC02420
21124,GRCh38__LINC02408
21125,GRCh38__LINC02442
21126,GRCh38__DYRK2
21127,GRCh38__AC078777.1
21128,GRCh38__LINC02421
21129,GRCh38__LINC01479
21130,GRCh38__IFNG-AS1
21131,GRCh38__IFNG
21132,GRCh38__IL26
21133,GRCh38__IL22
21134,GRCh38__MDM1
21135,GRCh38__LINC02384
21136,GRCh38__AC022511.1
21137,GRCh38__AC008033.3
21138,GRCh38__RAP1B
21139,GRCh38__AC090061.1
21140,GRCh38__NUP107
21141,GRCh38__SLC35E3
21142,GRCh38__MDM2
21143,GRCh38__AC025423.1
21144,GRCh38__AC025423.4
21145,GRCh38__CPM
21146,GRCh38__AC127894.1
21147,GRCh38__CPSF6
21148,GRCh38__AC020656.2
21149,GRCh38__LYZ
21150,GRCh38__AC020656.1
21151,GRCh38__YEATS4
21152,GRCh38__LINC02373
21153,GRCh38__FRS2
21154,GRCh38__CCT2
21155,GRCh38__LRRC10
21156,GRCh38__BEST3
21157,GRCh38__AC025263.1
21158,GRCh38__RAB3IP
21159,GRCh38__AC025263.2
21160,GRCh38__MYRFL
21161,GRCh38__AC025159.1
21162,GRCh38__AC078922.1
21163,GRCh38__AC084032.1
21164,GRCh38__LINC01481
21165,GRCh38__CNOT2
21166,GRCh38__KCNMB4
21167,GRCh38__AC025569.1
21168,GRCh38__PTPRB
21169,GRCh38__AC083809.1
21170,GRCh38__PTPRR
21171,GRCh38__AC123905.1
21172,GRCh38__AC025575.1
21173,GRCh38__AC025575.2
21174,GRCh38__TSPAN8
21175,GRCh38__LGR5
21176,GRCh38__AC078860.1
21177,GRCh38__ZFC3H1
21178,GRCh38__THAP2
21179,GRCh38__AC073612.1
21180,GRCh38__TMEM19
21181,GRCh38__AC011601.1
21182,GRCh38__RAB21
21183,GRCh38__AC089984.1
21184,GRCh38__TBC1D15
21185,GRCh38__TPH2
21186,GRCh38__AC090109.1
